54.6992335284814, 18.017578125
54.342148864483406, 18.017578125
54.03358633521085, 18.0615234375
53.69670647530323, 18.0615234375
53.461890432859114, 18.193359375
53.17311920264064, 18.369140625
52.8823912222619, 18.369140625
52.562995039558004, 18.4130859375
52.16045455774705, 18.5888671875
51.83577752045248, 18.720703125
51.590722643120145, 18.9404296875
51.37178037591737, 19.2041015625
51.17934297928927, 19.16015625
50.958426723359935, 19.1162109375
50.764259357116465, 19.3798828125
50.48547354578499, 19.51171875
50.17689812200107, 19.4677734375
49.95121990866204, 19.423828125
49.75287993415023, 19.2919921875
49.468124067331644, 19.51171875
49.1242192485914, 19.599609375
48.893615361480194, 19.51171875
48.54570549184746, 19.6435546875
48.07807894349861, 19.599609375
47.754097979680026, 19.775390625
47.42808726171425, 19.86328125
